ID	DiseaseName	DiseaseID	AltDiseaseIDs	Synonyms
/d/04863	Costocoracoid ligament congenitally short	MESH:C536448	na	Congenital shortness of the costocoracoid ligament|Costocoracoid Ligament, Congenitally Short
/d/04864	Cote Katsantoni syndrome	MESH:C536449	na	na
/d/04867	Coumarin Resistance	MESH:C563039	OMIM:122700	Coumarin, Poor Metabolism Of|Warfarin Resistance|WARFARIN RESISTANCE  COUMARIN SENSITIVITY, INCLUDED|WARFARIN SENSITIVITY, INCLUDED
/d/04868	COUSIN SYNDROME	OMIM:260660	na	CRANIOFACIAL DYSMORPHISM, HYPOPLASIA OF SCAPULA AND PELVIS, AND SHORT STATURE|PELVISCAPULAR DYSPLASIA
/d/04869	Cowchock syndrome	MESH:C536450	OMIM:310490	Charcot-Marie-Tooth disease with deafness and mental retardation|Charcot-Marie-Tooth disease, X-linked recessive, 4|CMTX4|COWCK|NADMR|NAMSD|Neuropathy, Axonal Motor-Sensory, with Deafness and Mental Retardation
/d/04872	Cowden-Like Syndrome	MESH:C567337	OMIM:612359	COWDEN SYNDROME 2|CWS2
/d/04879	Cowpox	MESH:D015605	DO:DOID:8956	Cow Pox|Pox, Cow
/d/02722	Coxa Vara	MESH:D060905	na	Acquired Coxa Vara|Acquired Coxa Varas|Acquired Coxa Varus|Congenital Coxa Vara|Congenital Coxa Varas|Congenital Coxa Varus|Coxa Vara, Acquired|Coxa Vara, Congenital|Coxa Vara, Developmental|Coxa Vara, Infantile|Coxa Varas|Coxa Varas, Acquired|Coxa Varas, Congenital|Coxa Varas, Developmental|Coxa Varas, Infantile|Coxa Varus|Coxa Varus, Acquired|Coxa Varus, Congenital|Coxa Varus, Developmental|Developmental Coxa Vara|Developmental Coxa Varas|Developmental Coxa Varus|Infantile Coxa Vara|Infantile Coxa Varas|Vara, Coxa|Varas, Coxa|Varus, Coxa
/d/04882	Coxoauricular Syndrome	MESH:C565148	na	na
/d/04890	Crane-Heise syndrome	MESH:C536452	na	Cleft lip-palate, agenesis of clavicles and cervical vertebrae, and talipes equinovarus
/d/04892	Cranial Nerve Diseases	MESH:D003389	DO:DOID:3817|DO:DOID:5656	Cranial Nerve Disease|Cranial Nerve Disorder|Cranial Nerve Disorders|Cranial Nerve Palsies|Cranial Nerve Palsy|Cranial Neuropathies|Cranial Neuropathies, Multiple|Cranial Neuropathy|Cranial Neuropathy, Multiple|Multiple Cranial Neuropathies|Multiple Cranial Neuropathy|Nervus Cranialis Disorder|Nervus Cranialis Disorders|Neuropathies, Cranial|Neuropathies, Multiple Cranial|Neuropathy, Cranial|Neuropathy, Multiple Cranial|Palsies, Cranial Nerve|Palsy, Cranial Nerve
/d/04894	Cranial Nerve Neoplasms	MESH:D003390	DO:DOID:2815|DO:DOID:338	Benign Cranial Nerve Neoplasms|Benign Cranial Nerve Tumors|Benign Cranial Neuroma|Benign Cranial Neuromas|Cranial Nerve Neoplasm|Cranial Nerve Neoplasms, Benign|Cranial Nerve Neoplasms, Malignant|Cranial Nerve Tumors, Benign|Cranial Nerve Tumors, Malignant|Cranial Neuroma, Benign|Cranial Neuromas, Benign|Malignant Cranial Nerve Neoplasms|Malignant Cranial Nerve Tumors|Neoplasm, Cranial Nerve|Neoplasms, Cranial Nerve|Neoplasms, Cranial Nerve, Benign|Neoplasms, Cranial Nerve, Malignant|Neuroma, Benign Cranial|Neuromas, Benign Cranial|Tumors, Cranial Nerve, Benign|Tumors, Cranial Nerve, Malignant
/d/04896	Cranioacrofacial Syndrome	MESH:C565147	na	na
/d/04897	Craniodiaphyseal Dysplasia	MESH:C562940	na	na
/d/04897	Craniodiaphyseal Dysplasia, Autosomal Dominant	MESH:C567275	OMIM:122860	CDD
/d/02736	Cranioectodermal Dysplasia	MESH:C562966	OMIM:218330|OMIM:613610|OMIM:614099|OMIM:614378	CED1|CED2|CED3|CED4|CRANIOECTODERMAL DYSPLASIA 1|CRANIOECTODERMAL DYSPLASIA 2|CRANIOECTODERMAL DYSPLASIA 3|CRANIOECTODERMAL DYSPLASIA 4|Levin Syndrome I|Sensenbrenner Syndrome
/d/04904	Craniofacial Abnormalities, Cataracts, Congenital Heart Disease, Sacral Neural Tube Defects, and Growth and Developmental Retardation	MESH:C564271	na	na
/d/04906	CRANIOFACIAL ANOMALIES AND ANTERIOR SEGMENT DYSGENESIS SYNDROME	OMIM:614195	na	CAASDS
/d/04908	Craniofacial deafness hand syndrome	MESH:C536453	OMIM:122880	CDHS|Craniofacial-Deafness-Hand Syndrome
/d/04990	Craniofacial Dysostosis	MESH:D003394	DO:DOID:2339|OMIM:123500	CFD1|Craniofacial Dysarthroses|Craniofacial Dysarthrosis|Craniofacial Dysostoses|Craniofacial Dysostosis, Crouzon|Craniofacial Dysostosis Syndrome|Craniofacial Dysostosis Syndromes|Craniofacial Dysostosis Type 1|Craniofacial Dysostosis, Type I|Crouzon Craniofacial Dysostosis|Crouzon Disease|Crouzon's Disease|Crouzons Disease|Crouzon Syndrome|Dysarthroses, Craniofacial|Dysarthrosis, Craniofacial|Dysostoses, Craniofacial|Dysostosis, Craniofacial
/d/04911	Craniofacial Dysostosis with Diaphyseal Hyperplasia	MESH:C562974	na	Osteosclerosis, Stanescu Type
/d/04913	Craniofacial dyssynostosis	MESH:C536455	na	Craniofacial dyssynostosis and short stature|Craniofacial Dyssynostosis with Short Stature|Craniosynostosis-craniofacial dysostosis syndrome
/d/04917	Craniofaciofrontodigital Syndrome	MESH:C567298	na	Cantu Craniofaciofrontodigital Syndrome
/d/04918	Craniofacioskeletal Syndrome	MESH:C567471	OMIM:300712	na
/d/04919	Craniofrontonasal dysplasia	MESH:C536456	DO:DOID:14737|OMIM:304110	CFND|CFNS|Craniofrontonasal dysostosis|CRANIOFRONTONASAL DYSPLASIA|Craniofrontonasal syndrome
/d/04921	Craniolenticulosutural Dysplasia	MESH:C564332	OMIM:607812	Boyadjiev-Jabs Syndrome|CLSD
/d/04923	Craniometaphyseal Dysplasia, Autosomal Dominant	MESH:C565145	OMIM:123000	Autosomal Dominant Craniometaphyseal Dysplasia|CMD|CMDD|CMDJ|Craniometaphyseal dysplasia autosomal dominant|Craniometaphyseal dysplasia dominant type|Craniometaphyseal dysplasia Jackson type|Craniometaphyseal Dysplasia, Jackson Type
/d/04923	Craniometaphyseal dysplasia, autosomal recessive type	MESH:C536570	OMIM:218400	Autosomal Recessive Craniometaphyseal Dysplasia|CMDR|Craniometaphyseal Dysplasia, Autosomal Recessive
/d/04925	Craniomicromelic Syndrome	MESH:C566522	na	na
/d/04927	Craniopharyngioma	MESH:D003397	DO:DOID:3840|DO:DOID:3846|DO:DOID:3847	Adamantinous Craniopharyngioma|Adamantinous Craniopharyngiomas|Adult Craniopharyngioma|Adult Craniopharyngiomas|Child Craniopharyngioma|Child Craniopharyngiomas|Craniopharyngioma, Adamantinous|Craniopharyngioma, Adult|Craniopharyngioma, Child|Craniopharyngioma, Papillary|Craniopharyngiomas|Craniopharyngiomas, Adamantinous|Craniopharyngiomas, Adult|Craniopharyngiomas, Child|Craniopharyngiomas, Papillary|Neoplasm, Rathke Cleft|Neoplasm, Rathke's Cleft|Neoplasm, Rathkes Cleft|Papillary Craniopharyngioma|Papillary Craniopharyngiomas|Rathke Cleft Neoplasm|Rathke Pouch Tumor|Rathke's Cleft Neoplasm|Rathkes Cleft Neoplasm|Rathke's Pouch Tumor|Rathkes Pouch Tumor|Tumor, Rathke Pouch|Tumor, Rathke's Pouch
/d/04929	Craniorhiny	MESH:C565144	na	na
/d/01316	Craniosynostoses	MESH:D003398	DO:DOID:2340|OMIM:123100|OMIM:190440|OMIM:600775|OMIM:614485|OMIM:615314|OMIM:615529|OMIM:616602|OMIM:617439	1 Craniosynostoses, Type|1 Craniosynostosis, Type|Acrocephaly|Anterior Plagiocephaly, Synostotic|Brachycephaly|Coronal Synostoses, Unilateral|Coronal Synostosis, Unilateral|Craniostenoses|Craniostenosis|Craniosynostose|Craniosynostoses, Lambdoidal|Craniosynostoses, Type 1|Craniosynostosis|CRANIOSYNOSTOSIS 1|CRANIOSYNOSTOSIS 3|CRANIOSYNOSTOSIS 4|CRANIOSYNOSTOSIS 5, SUSCEPTIBILITY TO|CRANIOSYNOSTOSIS 6|CRANIOSYNOSTOSIS 7|CRANIOSYNOSTOSIS 7, DIGENIC|Craniosynostosis, Lambdoidal|CRANIOSYNOSTOSIS, METOPIC|Craniosynostosis Plagiocephaly|Craniosynostosis, Type 1|CRS|CRS1|CRS3|CRS4|CRS5|CRS6|CRS7|CRS7, DIGENIC|Lambdoidal Craniosynostoses|Lambdoidal Craniosynostosis|Lambdoid Synostoses|Lambdoid Synostosis|Metopic Synostoses|Metopic Synostosis|Oxycephaly|Plagiocephaly, Craniosynostosis|Plagiocephaly, Synostotic|Plagiocephaly, Synostotic Anterior|Plagiocephaly, Synostotic Posterior|Posterior Plagiocephaly, Synostotic|Sagittal Synostoses|Sagittal Synostosis|Scaphocephaly|Synostoses, Lambdoid|Synostoses, Metopic|Synostoses, Sagittal|Synostoses, Unilateral Coronal|Synostosis, Lambdoid|Synostosis, Metopic|Synostosis, Sagittal|Synostosis, Unilateral Coronal|Synostotic Anterior Plagiocephaly|Synostotic Plagiocephaly|Synostotic Posterior Plagiocephaly|TRIGNO1|TRIGNO2|Trigonocephaly|TRIGONOCEPHALY 1|TRIGONOCEPHALY 2|Type 1 Craniosynostoses|Type 1 Craniosynostosis|Unilateral Coronal Synostoses|Unilateral Coronal Synostosis
/d/12036	Craniosynostosis, Adelaide Type	MESH:C563471	OMIM:600593	CRSA
/d/02722	Craniosynostosis, anal anomalies, and porokeratosis	MESH:C536789	OMIM:603116	CAP SYNDROME|CDAGS syndrome|CRANIOSYNOSTOSIS, ANAL ANOMALIES, AND POROKERATOSIS
/d/04939	CRANIOSYNOSTOSIS AND DENTAL ANOMALIES	OMIM:614188	na	CRSDA|KREIBORG-PAKISTANI SYNDROME
/d/04942	Craniosynostosis, Calcification of Basal Ganglia, and Facial Dysmorphism	MESH:C564241	na	na
/d/04950	Craniosynostosis Mental Retardation Clefting Syndrome	MESH:C565663	na	na
/d/04952	Craniosynostosis-Mental Retardation Syndrome of Lin and Gettig	MESH:C565664	na	na
/d/04954	Craniosynostosis, Philadelphia Type	MESH:C563368	na	na
/d/01918	Craniosynostosis radial aplasia syndrome	MESH:C536788	DO:DOID:0050654|OMIM:218600	Baller-Gerold syndrome|BGS|Craniosynostosis-Radial Aplasia Syndrome|Craniosynostosis with radial defects
/d/04142	Craniosynostosis, Type 2	MESH:C565753	OMIM:604757	CRANIOSYNOSTOSIS 2|Craniosynostosis, Boston-Type|CRS2|CSB
/d/04957	Craniosynostosis with Fibular Aplasia	MESH:C565665	na	na
/d/04959	Craniotelencephalic dysplasia	MESH:C535597	na	Complex of anomalies involving the cranium and brain
/d/03204	Creatine deficiency, X-linked	MESH:C535598	OMIM:300352	CCDS1|Cerebral creatine deficiency syndrome 1|Creatine Deficiency Syndrome, X-Linked|Creatine Transporter Defect|Creatine Transporter Deficiency|Mental retardation, X-linked, with creatine transport deficiency|Mental Retardation, X-Linked, with Seizures, Short Stature, and Midface Hypoplasia|Slc6a8 Deficiency|Slc6a8-Related Creatine Transporter Deficiency|X-Linked Creatine Deficiency|X-linked creatine deficiency syndrome|X-linked creatine transporter deficiency
/d/04966	CREATINE PHOSPHOKINASE, ELEVATED SERUM	OMIM:123320	na	CPK, ELEVATED SERUM|HYPERCKEMIA, IDIOPATHIC
/d/04971	CREST Syndrome	MESH:D017675	DO:DOID:0060218	Calcinosis Raynaud Phenomenon Sclerodactyly Telangiectasia|Calcinosis-Raynaud Phenomenon-Sclerodactyly-Telangiectasia|Calcinosis, Raynaud's phenomenon, Esophageal dismobility, Sclerodactyly, Telangiectasia Syndrome|CREST Syndromes|CRST Syndrome|CRST Syndromes|Phenomenon-Sclerodactyly-Telangiectasia, Calcinosis-Raynaud|Syndrome, CREST|Syndrome, CRST
/d/04973	Creutzfeldt-Jakob Disease, Sporadic	MESH:C565143	na	na
/d/04973	Creutzfeldt-Jakob Syndrome	MESH:D007562	DO:DOID:11949|OMIM:123400	CJD|CJD (Creutzfeldt Jakob Disease)|CJD (Creutzfeldt-Jakob Disease)|Creutzfeldt Jacob Disease|Creutzfeldt Jakob Disease|Creutzfeldt-Jakob Disease|Creutzfeldt Jakob Disease, Familial|Creutzfeldt-Jakob Disease, Familial|CREUTZFELDT-JAKOB DISEASE, FAMILIAL  CREUTZFELDT-JAKOB DISEASE, SPORADIC, INCLUDED|CREUTZFELDT-JAKOB DISEASE, HEIDENHAIN VARIANT, INCLUDED|Creutzfeldt Jakob Disease, New Variant|Creutzfeldt-Jakob Disease, New Variant|Creutzfeldt-Jakob Diseases, Familial|Creutzfeldt Jakob Disease, Variant|Creutzfeldt-Jakob Disease, Variant|CREUTZFELDT-JAKOB DISEASE, VARIANT, INCLUDED|Creutzfeldt Jakob Syndrome|Disease, Creutzfeldt Jacob|Disease, Creutzfeldt-Jakob|Disease, Familial Creutzfeldt-Jakob|Disease, Jakob-Creutzfeldt|Encephalopathies, Subacute Spongiform|Encephalopathy, Subacute Spongiform|Familial Creutzfeldt Jakob Disease|Familial Creutzfeldt-Jakob Disease|Familial Creutzfeldt-Jakob Diseases|Jacob Disease, Creutzfeldt|Jakob Creutzfeldt Disease|Jakob-Creutzfeldt Disease|Jakob Creutzfeldt Syndrome|Jakob-Creutzfeldt Syndrome|New Variant Creutzfeldt Jakob Disease|New Variant Creutzfeldt-Jakob Disease|sCJD, INCLUDED|Spongiform Encephalopathies, Subacute|Spongiform Encephalopathy, Subacute|Subacute Spongiform Encephalopathies|Subacute Spongiform Encephalopathy|Syndrome, Creutzfeldt-Jakob|Syndrome, Jakob-Creutzfeldt|Variant Creutzfeldt Jakob Disease|Variant Creutzfeldt-Jakob Disease|vCJD, INCLUDED|V CJD (Variant Creutzfeldt Jakob Disease)|V-CJD (Variant-Creutzfeldt-Jakob Disease)
/d/04982	Cri-du-Chat Syndrome	MESH:D003410	DO:DOID:12580|OMIM:123450	5p Deletion Syndrome|5p Deletion Syndromes|5p Minus Syndrome|5p Minus Syndromes|5p Syndrome|5p- Syndrome|5p- Syndrome, Chromosome|5p- Syndromes|5p- Syndromes, Chromosome|Cat Cry Syndrome|Cat Cry Syndromes|Chromosome 5p Deletion Syndrome|Chromosome 5p- Syndrome|Chromosome 5p- Syndromes|Chromosome 5 Short Arm Deletion Syndrome|Cri du Chat Syndrome|Cri-du-Chat Syndromes|Crying Cat Syndrome|Crying Cat Syndromes|Deletion of Short Arm of Chromosome 5 Syndrome|Deletion Syndrome, 5p|Deletion Syndromes, 5p|Minus Syndrome, 5p|Minus Syndromes, 5p|Syndrome, 5p-|Syndrome, 5p Deletion|Syndrome, 5p Minus|Syndrome, Cat Cry|Syndrome, Chromosome 5p-|Syndrome, Cri-du-Chat|Syndrome, Crying Cat|Syndromes, 5p Deletion|Syndromes, 5p Minus|Syndromes, Cat Cry|Syndromes, Chromosome 5p-|Syndromes, Cri-du-Chat|Syndromes, Crying Cat
/d/04977	Crigler-Najjar Syndrome	MESH:D003414	DO:DOID:3803|OMIM:218800	Crigler Najar Syndrome|Crigler-Najar Syndrome|Crigler Najjar Syndrome|CRIGLER-NAJJAR SYNDROME|Crigler Najjar Syndrome, Type 1|Crigler Najjar Syndrome, Type I|Crigler-Najjar Syndrome, Type I|Familial Nonhemolytic Unconjugated Hyperbilirubinemia|HBLRCN1|Hereditary Unconjugated Hyperbilirubinemia|HYPERBILIRUBINEMIA, CRIGLER-NAJJAR TYPE I
/d/04978	Crigler Najjar syndrome, type 2	MESH:C536213	OMIM:606785	Crigler-Najjar Syndrome, Type II|HBLRCN2|HYPERBILIRUBINEMIA, CRIGLER-NAJJAR TYPE II
/d/04031	Crisponi syndrome	MESH:C536214	DO:DOID:0060294|OMIM:272430|OMIM:610313	CISS1|CISS2|CNTF receptor-related disorders|Cold-induced sweating syndrome|Cold-induced sweating syndrome 1|Cold-induced sweating syndrome 2|CRISPONI SYNDROME|MUSCLE CONTRACTIONS, TETANOFORM, WITH CHARACTERISTIC FACE, CAMPTODACTYLY, HYPERTHERMIA, AND SUDDEN DEATH|Sohar-Crisponi syndrome|Sweating, cold-induced
/d/04984	Crohn Disease	MESH:D003424	DO:DOID:0060192|DO:DOID:8778	Colitis, Granulomatous|Crohn's Disease|Crohns Disease|Crohn's Enteritis|Enteritis, Granulomatous|Enteritis, Regional|Granulomatous Colitis|Granulomatous Enteritis|Ileitis, Regional|Ileitis, Terminal|Ileocolitis|Inflammatory Bowel Disease 1|Regional Enteritis|Regional Ileitides|Regional Ileitis|Terminal Ileitis
/d/04987	Crome syndrome	MESH:C536216	na	na
/d/04989	Croup	MESH:D003440	DO:DOID:9395	Croup, Postintubation|Croup, Spasmodic|Croup, Viral|Postintubation Croup|Spasmodic Croup|Viral Croup
/d/04991	Crouzon Syndrome With Acanthosis Nigricans	MESH:C567382	OMIM:612247	CAN|Crouzonodermoskeletal Syndrome
/d/04993	Crumpled helices and small mouth	MESH:C536217	na	Sparse hair, prominent nose, small mouth, micrognathia, cleft palate, crumpled upper helices, digit anomaly, and mild developmental delay
/d/04998	Cryofibrinogenemia	MESH:C536218	na	na
/d/04999	Cryoglobulinemia	MESH:D003449	DO:DOID:2917	Cryoglobulinemias
/d/05000	Cryoglobulinemia, Familial Mixed	MESH:C565141	na	Meltzer Syndrome
/d/05001	Cryohydrocytosis, Stomatin-Deficient, with Mental Retardation, Seizures, Cataracts, and Massive Hepatosplenomegaly	MESH:C563840	OMIM:608885	CRYOHYDROCYTOSIS, STOMATIN-DEFICIENT, WITH MENTAL RETARDATION, SEIZURES, CATARACTS, AND MASSIVE HEPATOSPLENOMEGALY|GLUT1 DEFICIENCY SYNDROME WITH PSEUDOHYPERKALEMIA AND HEMOLYSIS|SDCHCN|Stomatin-Deficient Cryohydrocytosis with Neurologic Defects
/d/03892	Cryopyrin-Associated Periodic Syndromes	MESH:D056587	OMIM:120100|OMIM:607115|OMIM:614468|OMIM:616115	ANTIBODY DEFICIENCY AND IMMUNE DYSREGULATION, PLCG2-ASSOCIATED|CAPS1|CAPS3|Chronic Infantile Neurological, Cutaneous, and Articular Syndrome|Chronic, Infantile, Neurological, Cutaneous, Articular Syndrome|Chronic Infantile Neurologic, Cutaneous, and Articular Syndrome|Chronic Neurologic Cutaneous and Articular Syndrome|Chronic Neurologic, Cutaneous, and Articular Syndrome|CINCA|CINCA Syndrome|COLD HYPERSENSITIVITY|Cold Induced Autoinflammatory Syndrome, Familial|Cold-Induced Autoinflammatory Syndrome, Familial|Cold Urticaria, Familial|Cold Urticarias, Familial|Cryopyrin-Associated Periodic Syndrome|CRYOPYRIN-ASSOCIATED PERIODIC SYNDROME 1|CRYOPYRIN-ASSOCIATED PERIODIC SYNDROME 3|Cryopyrin Associated Periodic Syndromes|Cryopyrinopathies|Cryopyrinopathy|FACU|FAMILIAL ATYPICAL COLD URTICARIA|Familial Cold Autoinflammatory Syndrome|Familial Cold Autoinflammatory Syndrome 1|FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 3|FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 4|Familial Cold Induced Autoinflammatory Syndrome|Familial Cold-Induced Autoinflammatory Syndrome|Familial Cold Urticaria|Familial Cold Urticarias|FCAS|FCAS1|FCAS3|FCAS4|FCU|Infantile Onset Multisystem Inflammatory Disease|IOMID|IOMID Syndrome|IOMID Syndromes|Muckle Wells Syndrome|Muckle-Wells Syndrome|Multisystem Inflammatory Disease, Neonatal Onset|Multisystem Inflammatory Disease, Neonatal-Onset|Neonatal Onset Multisystem Inflammatory Disease|NOMID|Periodic Syndrome, Cryopyrin-Associated|Periodic Syndromes, Cryopyrin-Associated|PLAID|Prieur Griscelli Syndrome|Prieur-Griscelli Syndrome|Prieur-Griscelli Syndromes|Syndrome, Cryopyrin-Associated Periodic|Syndrome, IOMID|Syndrome, Muckle-Wells|Syndrome, Prieur-Griscelli|Syndromes, Cryopyrin-Associated Periodic|Syndromes, IOMID|Syndromes, Prieur-Griscelli|Syndromes, UDA|Syndromes, Urticaria-Deafness-Amyloidosis|Syndrome, UDA|Syndrome, Urticaria-Deafness-Amyloidosis|UDA Syndrome|UDA Syndromes|Urticaria Deafness Amyloidosis Syndrome|Urticaria-Deafness-Amyloidosis Syndrome|Urticaria-Deafness-Amyloidosis Syndromes|Urticaria, Deafness and Amyloidosis|Urticaria, Familial Cold|Urticarias, Familial Cold
/d/05003	Cryptococcosis	MESH:D003453	DO:DOID:12053	Cryptococcoses|Toruloses|Torulosis
/d/02582	Cryptogenic Organizing Pneumonia	MESH:D018549	DO:DOID:0050157	BOOP|Bronchiolitis Obliterans Organizing Pneumonia|Cryptogenic Organizing Pneumonias|Organizing Pneumonia, Cryptogenic|Organizing Pneumonias, Cryptogenic|Pneumonia, Cryptogenic Organizing|Pneumonias, Cryptogenic Organizing
/d/05006	Cryptomicrotia brachydactyly syndrome	MESH:C536219	na	Cryptomicrotia-Brachydactyly Syndrome|Cryptomicrotia brachydactyly syndrome excess fingertip arch|Tonoki Ohura Niikawa syndrome
/d/05008	Cryptophthalmos, Unilateral or Bilateral, Isolated	MESH:C565138	na	Ankyloblepharon, Simple|Cryptophthalmos with Microphthalmia and Peters Anomaly
/d/05009	Cryptorchidism	MESH:D003456	DO:DOID:11383|OMIM:219050	Abdominal Cryptorchidism|Bilateral Cryptorchidism|Cryptorchidism, Abdominal|Cryptorchidism, Bilateral|Cryptorchidism, Inguinal|Cryptorchidism, Unilateral|Cryptorchidism, Unilateral Or Bilateral|Cryptorchism|Inguinal Cryptorchidism|Testes, Undescended|Testis, Undescended|Undescended Testes|Undescended Testis|Unilateral Cryptorchidism
/d/05012	Cryptosporidiosis	MESH:D003457	DO:DOID:1733	Cryptosporidioses
/d/12806	CSNB1C	MESH:C567704	na	Night Blindness, Congenital Stationary, Type 1C
/d/05136	C SYNDROME	OMIM:211750	na	OPITZ TRIGONOCEPHALY SYNDROME|TRIGONOCEPHALY SYNDROME
/d/04005	CTNL1	MESH:C538444	na	na
/d/05019	Cubitus Valgus with Mental Retardation and Unusual Facies	MESH:C564510	OMIM:300471	na
/d/05020	CULLER-JONES SYNDROME	OMIM:615849	na	CJS|PALLISTER-HALL SYNDROME 2, FORMERLY|PHS2, FORMERLY
/d/18741	Curatolo Cilio Pessagno syndrome	MESH:C536701	na	White matter hypoplasia, corpus callosum agenesia, and mental retardation
/d/05022	Curly hair-acral keratoderma-caries syndrome	MESH:C536220	na	na
/d/03339	Curly hair-ankyloblepharon-nail dysplasia syndrome	MESH:C538074	na	CHANDS
/d/05024	Currarino triad	MESH:C536221	OMIM:176450	Currarino syndrome|CURRARINO TRIAD SACRAL AGENESIS SYNDROME, INCLUDED|SACRAL AGENESIS, HEREDITARY, WITH PRESACRAL MASS, ANTERIOR MENINGOCELE, AND/OR TERATOMA, AND ANORECTAL MALFORMATION, INCLUDED|SCRA1, INCLUDED
/d/14953	Cushing's symphalangism	MESH:C536223	OMIM:185800	Cushing Symphalangism|Hereditary absence of proximal interphalangeal joints|Hereditary Absence of the Proximal Interphalangeal Joints|Strasburger-Hawkins-Eldridge-Hargrave-McKusick syndrome|Strasburger-Hawkins-Eldridge syndrome|SYM1|SYM1A|Symphalangism, Proximal|SYMPHALANGISM, PROXIMAL, 1A|Vessel's syndrome
/d/00617	Cushing Syndrome	MESH:D003480	DO:DOID:12252	Cushing's Syndrome|Hypercortisolism|Syndrome, Cushing|Syndrome, Cushing's
/d/05030	Cutaneous anthrax	MESH:C531621	DO:DOID:7426	Anthrax, skin type|Skin anthrax
/d/05045	Cutaneous photosensitivity and colitis, lethal	MESH:C536224	na	Early cutaneous photosensitivity and severe colitis
/d/05052	CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL	OMIM:614564	na	FCTCS|TELANGIECTASIA, CUTANEOUS, AND CANCER SYNDROME, FAMILIAL
/d/02040	Cutis Gyrata Syndrome of Beare And Stevenson	MESH:C565129	OMIM:123790	Beare-Stevenson Cutis Gyrata Syndrome|BEARE-STEVENSON SYNDROME|BSTVS|CUTIS GYRATA SYNDROME OF BEARE AND STEVENSON|Cutis Gyrata Syndrome of Beare-Stevenson
/d/05056	Cutis Laxa	MESH:D003483	DO:DOID:3144	Dermatolyses|Dermatolysis|Dermatomegaly
/d/05058	Cutis Laxa, Autosomal Dominant	MESH:C562627	OMIM:123700|OMIM:614434|OMIM:616603	ADCL1|ADCL2|ADCL3|CUTIS LAXA, AUTOSOMAL DOMINANT 1|CUTIS LAXA, AUTOSOMAL DOMINANT 2|CUTIS LAXA, AUTOSOMAL DOMINANT 3
/d/05061	Cutis Laxa, Autosomal Recessive, Type I	MESH:C562628	na	Cutis Laxa, Autosomal Recessive
/d/05061	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IA	OMIM:219100	DO:DOID:3144	ARCL1|ARCL1A|CUTIS LAXA, AUTOSOMAL RECESSIVE
/d/05063	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB	OMIM:614437	DO:DOID:3144	ARCL1B
/d/05065	Cutis Laxa, Autosomal Recessive, Type IIA	MESH:C562632	OMIM:219200	ARCL2|ARCL2A|Cutis Laxa, Debre Type|Cutis Laxa With Bone Dystrophy|CUTIS LAXA WITH CONGENITAL DISORDER OF GLYCOSYLATION|Cutis Laxa With Growth And Developmental Delay|Cutis Laxa With Joint Laxity And Retarded Development|Cutis Laxa With Or Without Congenital Disorder Of Glycosylation
/d/05066	Cutis Laxa, Autosomal Recessive, Type IIB	MESH:C567855	OMIM:612940	ARCL2B|Cutis Laxa With Progeroid Features
/d/00809	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIA	OMIM:219150	DO:DOID:3144	ARCL3A|CUTIS LAXA, CORNEAL CLOUDING, AND MENTAL RETARDATION|DE BARSY SYNDROME A|PROGEROID SYNDROME OF DE BARSY
/d/05068	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIB	OMIM:614438	DO:DOID:3144	ARCL3B|DE BARSY SYNDROME B
/d/05069	Cutis Laxa-Marfanoid Syndrome	MESH:C563639	na	Neonatal Cutis Laxa With Marfanoid Phenotype
/d/05061	Cutis laxa, recessive	MESH:C536225	na	Cutis laxa, type 1
/d/05064	Cutis Laxa With Severe Pulmonary, Gastrointestinal, And Urinary Abnormalities	MESH:C567716	OMIM:613177	ARCL1C|CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IC|CUTIS LAXA WITH SEVERE PULMONARY, GASTROINTESTINAL, AND URINARY ABNORMALITIES|Urban-Rifkin-Davis Syndrome|URDS
/d/05071	Cutis marmorata telangiectatica congenita	MESH:C536226	na	Hereditary cutis marmorata telangiectatica congenita
/d/05076	Cyanosis	MESH:D003490	na	Cyanoses
/d/05076	CYANOSIS, TRANSIENT NEONATAL	OMIM:613977	na	TNCY
/d/12755	Cyclic neutropenia	MESH:C536227	DO:DOID:5339|OMIM:162800	Cyclic Hematopoesis|Cyclic hematopoiesis|Cyclic Leucopenia|Neutropenia, cyclic|Periodic Neutropenia
/d/05080	Cyclosporiasis	MESH:D021866	DO:DOID:12750	Cyclosporiases
/d/05081	Cyclothymic Disorder	MESH:D003527	DO:DOID:845	Cyclothymic Disorders|Cyclothymic Personalities|Cyclothymic Personality|Disorder, Cyclothymic|Disorders, Cyclothymic|Personalities, Cyclothymic|Personality, Cyclothymic
/d/05097	Cyprus facial neuromusculoskeletal syndrome	MESH:C536229	na	na
/d/05098	Cystadenocarcinoma	MESH:D003536	DO:DOID:3111	Cystadenocarcinomas
